stageId,cleared,pass,passName,tries,bestGoalDist,seconds,seed,deviceCount,attemptCount,clearCount,strokeCount,pivotCount
Stage01,True,1,Corridor,202,0.5510250926017761,1.9311449527740479,0,0,202,154,2,0
